name,reference product,ISIC rev.4 ecoinvent,CPC,EcoSpold01Categories,temporal_tag,tag_confidence,tag_notes,lifetime,age distribution type,loc,scale,minimum,maximum,param_confidence,param_notes
"heat and power co-generation unit construction, 200kW electrical, components for heat only","heat and power co-generation unit, 200kW electrical, components for heat only",4220:Construction of utility projects,53262: Power plants,natural gas/cogeneration,stock_asset,0.9,CHP unit construction (components for heat) = installed asset,30,5,-15,,-30,-1,0.6,CHP components focused on heat services
"electric installation, 1.3 MWp photovoltaic plant, at plant","electric installation, 1.3 MWp photovoltaic plant, at plant",3320:Installation of industrial machinery and equipment,87360: Installation services of electrical machinery and apparatus n.e.c.,,stock_asset,0.95,Electric installation of PV plant — installed asset.,30,5,-15,,-30,-1,0.8,"1.3 MWp PV plant electrical installation, 30 years"
"electric installation, 156 kWp photovoltaic plant, at plant","electric installation, 156 kWp photovoltaic plant, at plant",3320:Installation of industrial machinery and equipment,87360: Installation services of electrical machinery and apparatus n.e.c.,,stock_asset,0.9,electric installation of PV plant — installed asset,30,5,-15,,-30,-1,0.6,Typical PV system lifetime; triangular vintage distribution.
"electric installation, 280 kWp photovoltaic plant, at plant","electric installation, 280 kWp photovoltaic plant, at plant",3320:Installation of industrial machinery and equipment,87360: Installation services of electrical machinery and apparatus n.e.c.,,stock_asset,0.95,Electric installation of PV plant — installed asset.,30,5,-15,,-30,-1,0.75,"280 kWp PV plant electrical installation, 30 years"
"electric installation, 324 kWp photovoltaic plant, at plant","electric installation, 324 kWp photovoltaic plant, at plant",3320:Installation of industrial machinery and equipment,87360: Installation services of electrical machinery and apparatus n.e.c.,,stock_asset,0.95,Photovoltaic plant installation — installed asset/plant.,30,5,-15,,-30,-1,0.75,"324 kWp PV plant electrical installation, 30 years"
"electric installation, 450 kWp photovoltaic plant, at plant","electric installation, 450 kWp photovoltaic plant, at plant",3320:Installation of industrial machinery and equipment,87360: Installation services of electrical machinery and apparatus n.e.c.,,stock_asset,0.9,installation of PV plant — installed durable asset,30,5,-15,,-30,-1,0.6,Typical PV system lifetime; triangular vintage distribution.
"electric installation, 560 kWp photovoltaic plant, at plant","electric installation, 560 kWp photovoltaic plant, at plant",3320:Installation of industrial machinery and equipment,87360: Installation services of electrical machinery and apparatus n.e.c.,,stock_asset,0.9,electric installation of PV plant — installed asset,30,5,-15,,-30,-1,0.6,Typical PV system lifetime; triangular vintage distribution.
"electric installation, 570 kWp photovoltaic plant, at plant","electric installation, 570 kWp photovoltaic plant, at plant",3320:Installation of industrial machinery and equipment,87360: Installation services of electrical machinery and apparatus n.e.c.,,stock_asset,0.9,electric installation of PV plant — installed asset,30,5,-15,,-30,-1,0.6,Typical PV system lifetime; triangular vintage distribution.
"electric installation, 93 kWp photovoltaic plant, at plant","electric installation, 93 kWp photovoltaic plant, at plant",3320:Installation of industrial machinery and equipment,87360: Installation services of electrical machinery and apparatus n.e.c.,,stock_asset,0.9,electric installation of PV plant — installed asset,30,5,-15,,-30,-1,0.6,Typical PV system lifetime; triangular vintage distribution.
"electrolyte storage tank production, for RFB",electrolyte storage tank,2720:Manufacture of batteries and accumulators,46410: Primary cells and primary batteries,,stock_asset,0.75,Electrolyte storage tank is installed equipment/asset,30,5,-15,,-30,-1,0.6,"electrolyte tank for RFB, long-lived"
"heat and power co-generation unit construction, 6400kW thermal, building","heat and power co-generation unit, 6400kW thermal, building",4220:Construction of utility projects,53262: Power plants,wood energy/cogeneration,stock_asset,0.9,construction of CHP building/unit — installed infrastructure,30,5,-15,,-30,-1,0.7,small CHP lifetime typical ~30 years
embeded parts NI EPR,embeded parts NI EPR,4290:Construction of other civil engineering projects,53262: Power plants,,stock_asset,0.9,embedded parts for plant construction — durable installed component,30,5,-15,,-30,-1,0.5,embedded parts estimated lifetime
"heat and power co-generation unit construction, 6400kW thermal, common components for heat+electricity","heat and power co-generation unit, 6400kW thermal, common components for heat+electricity",4220:Construction of utility projects,53262: Power plants,wood energy/cogeneration,stock_asset,0.9,construction of CHP unit common components — installed asset,30,5,-15,,-30,-1,0.7,"common CHP components, similar lifetime"
"heat and power co-generation unit construction, 6400kW thermal, components for electricity only","heat and power co-generation unit, 6400kW thermal, components for electricity only",4220:Construction of utility projects,46113: Electric generating sets and rotary converters,wood energy/cogeneration,stock_asset,0.9,construction of large cogeneration unit (facility),30,5,-15,,-30,-1,0.7,large thermal CHP (6400 kW thermal)
"exhaust air outlet production, steel/aluminium, 85x365 mm","exhaust air outlet, steel/aluminium, 85x365 mm",2819:Manufacture of other general-purpose machinery,43941: Parts of producer gas or water gas generators; parts of acetylene gas generators and similar water process gas[…],ventilation/production of components,stock_asset,0.9,Exhaust air outlet component (installed ventilation part),30,5,-15,,-30,-1,0.4,exhaust outlet; durable metal part
"exhaust air roof hood production, steel, DN 400","exhaust air roof hood, steel, DN 400",2819:Manufacture of other general-purpose machinery,43941: Parts of producer gas or water gas generators; parts of acetylene gas generators and similar water process gas[…],ventilation/production of components,stock_asset,0.9,Exhaust air roof hood (installed ventilation equipment),30,5,-15,,-30,-1,0.4,roof hood; durable ventilation component
ferry production,ferry,3011:Building of ships and floating structures,49314: Other vessels for the transport of goods and other vessels for the transport of both persons and goods,,stock_asset,0.9,Ferry production — durable installed transport asset,30,5,-15,,-30,-1,0.7,"ferry, long service life"
"heat transport fluid system construction, solar thermal parabolic trough, 50 MW","heat transport fluid system, solar thermal parabolic trough, 50 MW",4220:Construction of utility projects,54262: General construction services of power plants,,stock_asset,0.9,Heat transport fluid system construction = installed power plant system,30,3,-15,5,-30,-1,0.6,CSP heat transport fluid system
"housing system construction, cattle, tied","housing system, cattle, tied, per animal unit",4100:Construction of buildings,53269: Other constructions for manufacturing,agricultural means of production/buildings,stock_asset,0.9,Housing system construction = installed building asset for cattle,30,5,-15,,-30,-1,0.5,"cattle tied housing, moderate lifetime"
"housing system construction, pig, electricity from renewable energy products","housing system, pig, per pig place, electricity from renewable energy products",4100:Construction of buildings,53269: Other constructions for manufacturing,agricultural means of production/buildings,stock_asset,0.9,Housing system construction (with electricity spec) = installed asset,30,5,-15,,-30,-1,0.5,pig housing with renewable electricity
"furnace production, wood chips, with silo, 5000kW","furnace, wood chips, with silo, 5000kW","2815:Manufacture of ovens, furnaces and furnace burners","43420: Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",,stock_asset,0.9,Manufacture of furnace (durable installed equipment),30,5,-15,,-30,-1,0.7,large industrial biomass boiler lifetime
"housing system construction, pig, fully-slatted floor","housing system, pig, fully-slatted floor, per pig place",4100:Construction of buildings,53269: Other constructions for manufacturing,agricultural means of production/buildings,stock_asset,0.9,Housing system construction = built agricultural facility (installed),30,5,-15,,-30,-1,0.5,"pig housing, fully-slatted floor"
methanol factory construction,methanol factory,4100:Construction of buildings,53269: Other constructions for manufacturing,chemicals/organics,stock_asset,0.95,Construction of facility/infrastructure (plant installation).,30,5,-15,,-30,-1,0.5,methanol factory industrial lifetime
"mine construction, open cast, steatite","mine infrastructure, steatite",4290:Construction of other civil engineering projects,53261: Mining constructions,metals/extraction,stock_asset,0.9,open cast mine construction = installed infrastructure,30,5,-15,,-30,-1,0.5,open-cast smaller-scale mine construction
"heat distribution equipment production, hydronic radiant floor heating, 150m2","heat distribution equipment, hydronic radiant floor heating, 150m2","2815:Manufacture of ovens, furnaces and furnace burners",43941: Parts of producer gas or water gas generators; parts of acetylene gas generators and similar water process gas[…],heat pumps/production of components,stock_asset,0.9,Hydronic radiant floor heating equipment (installed building system),30,5,-15,,-30,-1,0.6,hydronic radiant floor equipment long-lived
"heat production, from hydrogen-fired one gigawatt gas turbine",heat,3530:Steam and air conditioning supply,17300: Steam and hot water,,stock_asset,0.9,large gas-turbine plant (installed infrastructure),30,3,-15,5,-30,-1,0.5,large gas turbine plant lifetime
